,bTOP,bJUG,bMID,bADC,bSUP,rTOP,rJUG,rMID,rADC,rSUP,win
0,Jayce,LeeSin,Leblanc,Xayah,Rakan,MonkeyKing,Talon,Syndra,Lucian,Zilean,False
0,Jayce,Vi,Zoe,Kaisa,Pyke,Graves,LeeSin,Leblanc,MissFortune,Rakan,True
0,Renekton,Qiyana,Zoe,Lucian,Lulu,Gragas,Talon,Yone,Jhin,Yuumi,False
0,Jax,LeeSin,Zoe,Samira,Rakan,Graves,Viego,Leblanc,Kalista,Sett,True
0,Kennen,LeeSin,TwistedFate,Xayah,Rakan,Renekton,Hecarim,Zoe,Jhin,Yuumi,False
0,Vayne,Hecarim,Zoe,Ziggs,Rell,Irelia,Poppy,Vex,Aphelios,Rakan,False
0,Graves,Talon,Galio,Yasuo,Nautilus,Kennen,LeeSin,Nocturne,Ezreal,Bard,True
0,Jayce,Zac,Irelia,Jhin,Galio,Camille,LeeSin,Leblanc,Yasuo,Rakan,True
0,Volibear,Talon,Viktor,Jinx,Lulu,Renekton,Poppy,Leblanc,Jhin,Yuumi,True
0,Tryndamere,Graves,Akali,Yasuo,Gragas,Jayce,Viego,Leblanc,Ezreal,Rakan,False
0,Irelia,LeeSin,Corki,Jhin,Sett,Viktor,Talon,Akshan,Caitlyn,Lux,True
0,Poppy,Shaco,Ashe,Vayne,Thresh,Irelia,Talon,Leblanc,Aphelios,Lulu,True
0,Kassadin,Talon,Leblanc,Caitlyn,Lux,Gragas,LeeSin,Zoe,Jhin,Nami,False
0,Yasuo,Elise,Irelia,Jinx,Gragas,Taric,Ekko,Qiyana,Jhin,Alistar,False
0,Rengar,Viego,Leblanc,Lucian,Nami,Akshan,LeeSin,Lissandra,Ezreal,Karma,False
0,Yasuo,Nidalee,Irelia,Kindred,Thresh,Yone,Lillia,Qiyana,Twitch,Leona,True
0,Jayce,Graves,Sylas,Ezreal,Xerath,Tryndamere,Talon,Nunu,Seraphine,Rell,True
0,Kennen,Talon,Corki,Ezreal,Leona,Jayce,LeeSin,Viktor,Kalista,Alistar,False
0,Vayne,Talon,Leblanc,Jhin,Blitzcrank,Graves,LeeSin,Lissandra,Ezreal,Bard,False
0,Jax,Talon,Akali,Jhin,Neeko,Gwen,LeeSin,Sylas,Ezreal,Rakan,True
0,Graves,Viego,Leblanc,Jhin,Galio,Jayce,LeeSin,Lissandra,Kaisa,Alistar,True
0,MonkeyKing,Zed,Kassadin,Caitlyn,Yuumi,Viktor,LeeSin,Leblanc,Jhin,Leona,False
0,Yone,Talon,Kassadin,Aphelios,Lulu,Viktor,LeeSin,Katarina,Jhin,Leona,True
0,Renekton,Nidalee,Yone,Aphelios,Lulu,Gwen,Talon,Yasuo,Jhin,Karma,False
0,Tryndamere,Nidalee,Yone,Jhin,Alistar,Jayce,Diana,Vayne,Yasuo,Leona,False
0,Jax,Nidalee,Yone,MissFortune,Yuumi,Viktor,LeeSin,Akshan,Caitlyn,Karma,False
0,Yone,Qiyana,Viktor,Caitlyn,Morgana,Tryndamere,Talon,Katarina,Jhin,Rakan,False
0,Camille,Nidalee,Sylas,Lucian,Leona,Jax,Sejuani,Yone,Samira,Maokai,False
0,Viktor,Graves,Sylas,Ezreal,Yuumi,Renekton,Hecarim,Akshan,Xayah,Karma,False
0,Viktor,Zed,Lux,Jhin,Rakan,Yone,LeeSin,Zoe,Ezreal,Pyke,False
0,Gnar,Nidalee,Yone,Xayah,Rakan,Gragas,XinZhao,Zoe,Ezreal,Bard,False
0,Irelia,JarvanIV,Syndra,Ziggs,Leona,Yone,Graves,Sylas,Xerath,Alistar,False
0,Irelia,Rengar,Sylas,Jinx,Nautilus,Graves,Poppy,Yone,Caitlyn,Lulu,True
0,Shyvana,Lillia,Yone,Aphelios,Thresh,Viktor,LeeSin,Ryze,Jinx,Nautilus,False
0,Shen,Viego,Ryze,Lucian,Nami,Tryndamere,XinZhao,Sylas,Kindred,Lulu,False
0,Gwen,Talon,Syndra,MissFortune,Yuumi,Viktor,Graves,Yone,Jhin,Karma,True
0,Akshan,Shaco,TwistedFate,Jinx,Karma,Jayce,Talon,Sylas,Caitlyn,Lux,False
0,Camille,Viego,Sylas,Yasuo,Lulu,Gwen,Talon,Kassadin,Jhin,Rakan,True
0,Talon,0,Cassiopeia,Jhin,Nami,Irelia,Nidalee,Akshan,Caitlyn,Lux,False
0,Vayne,Talon,Galio,Draven,Thresh,Darius,LeeSin,Vex,Caitlyn,Lux,False
0,Irelia,Qiyana,Leblanc,Aphelios,Thresh,Jayce,Talon,Zoe,Xayah,Sett,True
0,Viktor,Hecarim,Akshan,Aphelios,Galio,Jayce,Gragas,Yone,Yasuo,Rakan,True
0,Camille,Talon,Sett,Ziggs,Lux,Fiora,LeeSin,Vex,Xayah,Rakan,True
0,Jayce,Kayn,Akali,Jhin,Rakan,Graves,Nidalee,Yone,Caitlyn,Lux,False
0,Akshan,Ekko,Viktor,Jinx,Gragas,Yone,Gwen,Sylas,Jhin,Leona,False
0,Warwick,XinZhao,Ryze,Yasuo,Sejuani,Vayne,LeeSin,Yone,Ziggs,Leona,False
0,Graves,Talon,Sylas,Jinx,Lulu,Jayce,Nidalee,TwistedFate,Xayah,Pyke,True
0,Graves,Viego,Sylas,MissFortune,Rakan,Akali,Kindred,Irelia,Jinx,Lulu,True
0,Kennen,XinZhao,Yasuo,Jinx,Lulu,Heimerdinger,Hecarim,Yone,Ezreal,Yuumi,False
0,Irelia,Karthus,Yone,Caitlyn,Karma,TahmKench,Zed,Ryze,Jhin,Lux,False
0,Kennen,Poppy,Vex,Aphelios,Thresh,Jax,LeeSin,Viktor,Jinx,Karma,False
0,Yone,Poppy,Sett,Draven,Lulu,LeeSin,Gragas,Yasuo,Aphelios,Pyke,True
0,Camille,LeeSin,Sylas,Aphelios,Thresh,Jax,Nocturne,Viktor,Ziggs,Bard,True
0,Gangplank,Ekko,Jax,Ziggs,Alistar,Cassiopeia,Zac,Yasuo,Ezreal,Rakan,True
0,Graves,Nidalee,Qiyana,Kindred,Rakan,Jayce,XinZhao,Sylas,Aphelios,Braum,False
0,Akshan,Gwen,Sylas,Aphelios,Thresh,Cassiopeia,Nocturne,Qiyana,Jinx,Galio,True
0,Gragas,Elise,Vex,Caitlyn,Lux,Jayce,LeeSin,Veigar,Jhin,Karma,False
0,Ryze,LeeSin,Heimerdinger,Jhin,Braum,Graves,Taliyah,Renekton,Caitlyn,Pyke,False
0,Graves,Viego,Leblanc,Lucian,Rakan,Camille,LeeSin,Zoe,Kindred,Pyke,False
0,Camille,XinZhao,Sylas,Aphelios,Thresh,Graves,LeeSin,Zoe,Jhin,Galio,True
0,Kennen,RekSai,Yone,Jhin,Gragas,Cassiopeia,Viego,Azir,Yasuo,LeeSin,False
0,Graves,XinZhao,Akali,Jhin,Rakan,Singed,Taliyah,Irelia,Draven,Sylas,True
0,Graves,Gragas,Yasuo,Ziggs,Pyke,Qiyana,Nidalee,Galio,Aphelios,Maokai,False
0,Gwen,Zac,Graves,Xayah,Thresh,Camille,Nidalee,Yasuo,Caitlyn,Lux,False
0,Syndra,Kindred,Vex,Jhin,Pyke,Poppy,Talon,Leblanc,Yasuo,Rakan,True
0,Gragas,XinZhao,Katarina,Yasuo,Soraka,Sylas,LeeSin,Azir,Lucian,Rakan,True
0,Camille,XinZhao,Leblanc,Jhin,Rakan,Yone,LeeSin,Zoe,Aphelios,Yuumi,True
0,Teemo,Kayn,Taliyah,Aphelios,Thresh,Gwen,Zac,Yasuo,Jhin,Soraka,False
0,LeeSin,Kayn,Akali,Syndra,Leona,Quinn,Viego,TwistedFate,Ziggs,Lulu,True
0,Sylas,Talon,Vex,Yasuo,Rell,Jayce,Qiyana,TwistedFate,Caitlyn,Lux,True
0,Quinn,LeeSin,Ryze,Kaisa,Blitzcrank,Irelia,XinZhao,Vex,Ezreal,Lux,False
0,Ornn,Ekko,Qiyana,Jinx,Thresh,Yone,Talon,Vex,MissFortune,Blitzcrank,True
0,Fiora,LeeSin,Leblanc,Jhin,Leona,Sett,Taliyah,Viego,MissFortune,Rakan,True
0,Irelia,Taliyah,TwistedFate,Kaisa,Galio,Camille,Ekko,Vex,Ezreal,Janna,True
0,Fiora,Graves,Sylas,Ezreal,Lulu,Camille,XinZhao,Taliyah,Aphelios,Leona,False
0,Camille,Graves,Taliyah,Draven,Thresh,Jax,LeeSin,Yone,Ziggs,Blitzcrank,True
0,Graves,Viego,Karthus,MissFortune,Alistar,Ryze,Qiyana,Yasuo,Jhin,Leona,False
0,Ryze,Hecarim,Sylas,Kaisa,Pyke,Irelia,LeeSin,TwistedFate,Samira,Alistar,False
0,Sett,Nidalee,Talon,Aphelios,Braum,Ornn,Shaco,Yone,Vayne,Lulu,False
0,Graves,Nocturne,Azir,MissFortune,Yuumi,Jayce,Shaco,Yone,Lucian,Nami,False
0,Fiora,Talon,Sylas,Caitlyn,Nautilus,Tryndamere,RekSai,Ryze,Lucian,Nami,True
0,Gwen,Ekko,Talon,Aphelios,Thresh,Camille,Nidalee,Yone,Kaisa,Leona,False
0,Ornn,Hecarim,Cassiopeia,MissFortune,Thresh,Kennen,Viego,Sylas,Ashe,Leona,True
0,Poppy,LeeSin,Sylas,Ezreal,Alistar,Riven,XinZhao,Zoe,Draven,Rell,True
0,Akshan,Viego,Vex,Aphelios,Gragas,Poppy,Zed,Azir,Kalista,Rell,True
0,Sylas,LeeSin,Leblanc,Lucian,Nami,Shen,RekSai,Galio,Aphelios,Thresh,True
0,Jayce,Talon,Zoe,Ziggs,Thresh,Kennen,LeeSin,Yone,Kaisa,Lulu,False
0,Irelia,Graves,Vex,Kaisa,Bard,Jax,Shaco,TwistedFate,Ezreal,Braum,False
0,Riven,Nocturne,Lissandra,MissFortune,Yuumi,Gnar,LeeSin,Leblanc,Kaisa,Rell,False
0,Singed,XinZhao,Zoe,MissFortune,Bard,Camille,Nidalee,Qiyana,Draven,Leona,True
0,Sylas,RekSai,Yone,Aphelios,Thresh,Yasuo,LeeSin,Lillia,MissFortune,Rell,True
0,Singed,Zac,Yasuo,MissFortune,Yuumi,Graves,Talon,Sylas,Ziggs,Leona,False
0,Riven,LeeSin,Azir,Jhin,Yuumi,Jax,Ekko,Talon,Ezreal,Nami,False
0,Sylas,Graves,Tryndamere,MissFortune,Thresh,Gnar,Nidalee,Talon,Aphelios,Leona,False
0,Jayce,Taliyah,Yone,Caitlyn,Morgana,Quinn,Ekko,Irelia,Xayah,Leona,True
0,Quinn,Ekko,Zed,MissFortune,Alistar,Akshan,LeeSin,Sylas,Caitlyn,Lux,False
0,Riven,Ekko,Pantheon,Draven,Nami,Poppy,Viego,Azir,Ziggs,Camille,False
0,Akali,Kindred,Zoe,MissFortune,Karma,Aatrox,Graves,Sylas,Lucian,Nami,True
0,Riven,Nidalee,Ryze,MissFortune,Braum,Fiora,LeeSin,Leblanc,Jhin,Karma,True
0,Camille,Nidalee,Katarina,Lucian,Rakan,Zilean,Zac,Yone,Jhin,Lux,False
0,Irelia,Nidalee,Zed,Ezreal,Leona,Mordekaiser,Qiyana,MasterYi,Vayne,Lulu,True
0,Lillia,Ekko,Zed,MissFortune,Thresh,Sett,Nidalee,Tryndamere,Ashe,Lux,False
0,Poppy,Zed,Graves,Syndra,Blitzcrank,Gragas,LeeSin,Heimerdinger,Kaisa,Amumu,True
0,Ornn,RekSai,Leblanc,Draven,Thresh,Trundle,Ekko,LeeSin,Syndra,Blitzcrank,False
0,Jax,Graves,Galio,Samira,Rell,Jayce,Ekko,Irelia,Lucian,Rakan,True
0,Yone,Lillia,Lucian,MissFortune,Galio,Camille,Viego,Karma,Samira,Amumu,True
0,Mordekaiser,Lillia,Yasuo,Lucian,Alistar,Sejuani,Gragas,Tryndamere,Kalista,TahmKench,True
0,Gragas,Viego,Leblanc,Jhin,Karma,Jayce,Zed,Vex,Xayah,Nautilus,False
0,Yasuo,Nidalee,Irelia,Kindred,Thresh,Yone,Lillia,Qiyana,Twitch,Leona,True
0,Kindred,Viego,Leblanc,Xayah,Blitzcrank,Riven,LeeSin,TwistedFate,Jinx,Lux,False
0,Akali,Vi,Lissandra,Draven,Thresh,Yone,XinZhao,Leblanc,Aphelios,Pyke,False
0,Tryndamere,Nidalee,Pantheon,Kalista,Rakan,Jayce,JarvanIV,Vex,Draven,Yuumi,True
0,Gangplank,Graves,Ryze,Xayah,Alistar,Jayce,Kindred,Sylas,Jinx,Karma,False
0,Jayce,Graves,Vex,Xayah,Rakan,Viktor,Talon,Katarina,Varus,Nautilus,False
0,Yone,LeeSin,Leblanc,Twitch,Leona,Jax,Talon,Vex,Aphelios,Lulu,True
0,Chogath,Viego,Vex,Jinx,Thresh,Jayce,LeeSin,Leblanc,Yasuo,Karma,True
0,Camille,Kindred,Galio,Vayne,Amumu,Fiora,LeeSin,TwistedFate,Jhin,Lux,True
0,Leblanc,Nunu,Yone,Jhin,Karma,Irelia,Ekko,Sett,Samira,Vex,True
0,Galio,Graves,Tryndamere,Lux,Rakan,Akali,Nidalee,Vayne,Twitch,Zac,True
0,TahmKench,Viego,Galio,Jhin,Karma,Jayce,LeeSin,Sylas,Caitlyn,Lux,True
0,Vi,LeeSin,Veigar,0,Lux,Jayce,Poppy,Ryze,Jhin,Blitzcrank,False
0,Lulu,Kindred,Nunu,Vayne,Nautilus,Tryndamere,Zac,Ryze,Ziggs,Leona,False
0,Fiora,LeeSin,TwistedFate,Aphelios,Rakan,Camille,Taliyah,Yone,Lucian,Yuumi,True
0,Aatrox,Taliyah,Quinn,Ziggs,Pyke,Nasus,Talon,Vex,Jinx,Lulu,True
0,Camille,Graves,Galio,Yasuo,Rakan,Draven,LeeSin,Yone,Kaisa,Poppy,True
0,Gnar,LeeSin,Leblanc,Jhin,Nautilus,Renekton,Zed,Lissandra,Caitlyn,Lux,True
0,Yone,Talon,Akali,Aphelios,Thresh,Yasuo,LeeSin,Leblanc,MissFortune,Leona,False
0,Graves,Diana,Yasuo,Jhin,Karma,Kennen,JarvanIV,Syndra,Caitlyn,Lux,False
0,Viktor,Hecarim,Corki,Xayah,Nautilus,Karma,Graves,Yone,Ezreal,Leona,False
0,Shyvana,Lillia,Yone,Aphelios,Thresh,Viktor,LeeSin,Ryze,Jinx,Nautilus,False
0,Gwen,Talon,Syndra,MissFortune,Yuumi,Viktor,Graves,Yone,Jhin,Karma,True
0,Akshan,Shaco,TwistedFate,Jinx,Karma,Jayce,Talon,Sylas,Caitlyn,Lux,False
0,Gragas,Graves,Galio,Draven,Alistar,Yasuo,Taliyah,Quinn,Ezreal,Leona,True
0,Yone,Talon,Vex,Caitlyn,Lulu,Kennen,XinZhao,Syndra,Jhin,Yuumi,True
0,Jayce,Ekko,Yone,Jinx,Nautilus,Irelia,LeeSin,Akali,Aphelios,Thresh,True
0,Akshan,Viego,Vladimir,Caitlyn,Lulu,Irelia,Hecarim,Vex,Lucian,Yuumi,False
0,Akali,Nidalee,Irelia,Jinx,Thresh,Gwen,XinZhao,Vex,Caitlyn,Karma,False
0,Irelia,Diana,Yasuo,Ezreal,Nautilus,Jax,XinZhao,Rumble,Jinx,Thresh,True
0,Renekton,Nidalee,Yasuo,Xayah,Lux,Quinn,XinZhao,Vex,Jhin,Karma,False
0,Yone,Evelynn,Akshan,Jinx,Lulu,Kennen,Talon,Ryze,Ezreal,Rell,False
0,Akshan,LeeSin,Galio,Jinx,Thresh,Teemo,Nocturne,Zoe,Ezreal,Yuumi,False
0,Gragas,LeeSin,Leblanc,Jinx,Thresh,Sylas,Qiyana,Galio,Aphelios,Lulu,True
0,Yone,XinZhao,Leblanc,Aphelios,Thresh,Fiora,RekSai,Ekko,Ziggs,Leona,True
0,Graves,Kindred,Vex,Aphelios,Lulu,Renekton,Taliyah,Qiyana,Jhin,Pyke,True
0,Jax,LeeSin,Kassadin,Ezreal,Pyke,Camille,JarvanIV,Ryze,Caitlyn,Maokai,False
0,Riven,Graves,Neeko,Kalista,Blitzcrank,Renekton,LeeSin,Caitlyn,Jinx,Lux,False
0,Irelia,Graves,Ryze,Jinx,Rakan,Kennen,RekSai,Sylas,Ashe,Karma,False
0,Mordekaiser,Diana,Vex,MissFortune,Leona,Malphite,Graves,TwistedFate,Lucian,Gragas,False
0,Darius,JarvanIV,Zoe,Ezreal,Blitzcrank,Fiora,Shaco,TwistedFate,Jinx,Swain,True
0,Sylas,Graves,Zed,Twitch,Vex,Anivia,Akshan,Malphite,Jinx,Zilean,True
0,Mordekaiser,Viego,Sylas,Xayah,Rell,Darius,Udyr,Akshan,Vayne,Ahri,False
0,Malphite,Graves,Syndra,Swain,Senna,Fiora,LeeSin,Sylas,Kaisa,Lulu,True
0,Yasuo,LeeSin,Orianna,Lucian,Yuumi,Malphite,Lillia,TwistedFate,Ashe,Blitzcrank,False
0,Zilean,Graves,Vex,Kaisa,Nautilus,Renekton,Viego,Orianna,MissFortune,Leona,False
0,Renekton,Kindred,Lulu,Jhin,Gragas,Trundle,Nidalee,Akshan,Taliyah,Alistar,False
0,Jayce,Rengar,Syndra,Jhin,Yuumi,Azir,Graves,Sylas,Jinx,Thresh,False
0,Rakan,Viego,TwistedFate,Aphelios,Thresh,Renekton,Zed,Vex,Jhin,Nautilus,False
0,Camille,LeeSin,Ryze,Aphelios,Lulu,Yone,Taliyah,Akshan,Jhin,Rakan,False
0,Gwen,Talon,Lucian,Jhin,Karma,Yone,LeeSin,Zoe,MissFortune,Rakan,True
0,Camille,LeeSin,Galio,Jhin,Leona,Yone,JarvanIV,Sylas,Jinx,Rakan,False
0,Irelia,LeeSin,Viktor,MissFortune,Lux,Graves,RekSai,Ryze,Kaisa,Karma,True
0,Renekton,Nidalee,Ryze,Kaisa,Aatrox,Vayne,Talon,Syndra,Ezreal,Rakan,False
0,Galio,Hecarim,Akali,Lucian,Rakan,Yone,Viego,Sylas,Jhin,Karma,False
0,Irelia,Karthus,Yone,Caitlyn,Karma,TahmKench,Zed,Ryze,Jhin,Lux,False
0,Aatrox,LeeSin,Ryze,Jhin,Leona,Akali,Graves,Sylas,Kalista,Rakan,True
0,Shyvana,XinZhao,Sylas,Xayah,Galio,Kennen,Graves,Ryze,Jinx,Lulu,True
0,Galio,LeeSin,TwistedFate,Caitlyn,Lulu,Irelia,Ekko,Yone,MissFortune,Rakan,True
0,Irelia,LeeSin,TwistedFate,Jinx,Rakan,Sion,JarvanIV,Galio,Aphelios,Thresh,True
0,Jayce,JarvanIV,TwistedFate,Jinx,Lulu,Camille,Talon,Vex,Syndra,Trundle,True
0,Sion,LeeSin,Akali,Aphelios,Rakan,Aatrox,Ekko,Yone,MissFortune,Vex,True
0,Graves,Zed,Akali,Heimerdinger,Nautilus,Sylas,LeeSin,Ekko,Lucian,Nami,False
0,Aatrox,Talon,Vex,Lucian,Nami,Renekton,Nidalee,TwistedFate,Aphelios,Nautilus,False
0,Jax,Nidalee,Renekton,Kalista,Gragas,Jayce,Rumble,Kindred,Lucian,Lulu,False
0,Aatrox,LeeSin,Sylas,Xayah,Gragas,Akshan,Zed,Vex,Aphelios,Thresh,True
0,LeeSin,Nidalee,Zoe,Ezreal,Bard,Zilean,Diana,Yasuo,Jhin,Leona,False
0,Gragas,XinZhao,Leblanc,Ezreal,Pyke,DrMundo,JarvanIV,Lissandra,Jinx,Lulu,True
0,Irelia,Diana,Yasuo,Kaisa,Gragas,Aatrox,LeeSin,Ryze,Lucian,Galio,True
0,Fiora,Kindred,TwistedFate,Draven,Thresh,Irelia,LeeSin,Taliyah,Jhin,Pyke,False
0,Cassiopeia,Talon,Katarina,Jhin,Pyke,Irelia,LeeSin,TwistedFate,Aphelios,Thresh,True
0,Kennen,LeeSin,Vex,Jhin,Leona,Rengar,Graves,Orianna,Xayah,Rakan,True
0,Poppy,Graves,Lux,Aphelios,Braum,Renekton,Nidalee,Jayce,Ziggs,Yuumi,False
0,Gnar,LeeSin,Sylas,Jhin,Thresh,Renekton,Nidalee,Lissandra,Aphelios,Blitzcrank,True
0,Yone,LeeSin,Fizz,MissFortune,Leona,Heimerdinger,Ekko,Tryndamere,Xayah,Zac,True
0,Hecarim,Udyr,Fizz,Aphelios,Thresh,Cassiopeia,Qiyana,Sett,MissFortune,Leona,True
0,Graves,XinZhao,Vex,Aphelios,Thresh,Tryndamere,Talon,Seraphine,Lucian,Lulu,False
0,Jayce,XinZhao,Vex,Jhin,Yuumi,Graves,Ekko,Qiyana,Aphelios,Thresh,True
0,Sion,Graves,Galio,Jinx,Karma,Jayce,Taliyah,Tryndamere,Aphelios,Thresh,True
0,Sylas,LeeSin,Syndra,Jhin,Rakan,Yone,Zac,Ahri,Aphelios,Morgana,True
0,Shen,Qiyana,Sylas,Aphelios,Leona,Gwen,LeeSin,Galio,Jhin,Bard,False
0,Camille,Viego,TwistedFate,Aphelios,Lulu,Aatrox,Graves,Ekko,Lucian,Nami,True
0,Aatrox,Nidalee,Yone,MissFortune,Blitzcrank,Gnar,LeeSin,Leblanc,Jhin,Anivia,True
0,Camille,Nidalee,TwistedFate,Ezreal,Rell,Jayce,XinZhao,Viktor,Jhin,Leona,True
0,Graves,Qiyana,TwistedFate,Lucian,Karma,Jax,LeeSin,Syndra,MissFortune,Lulu,True
0,LeeSin,Nidalee,Kassadin,Aphelios,Thresh,Kennen,XinZhao,Leblanc,MissFortune,Leona,True
0,Jayce,Graves,Kassadin,Kindred,Maokai,Akali,Taliyah,Tryndamere,Draven,Lulu,True
0,Vayne,XinZhao,Vex,MissFortune,Blitzcrank,Kennen,Taliyah,Akshan,Aphelios,Pantheon,True
0,Qiyana,XinZhao,Katarina,MissFortune,Yuumi,Akshan,Trundle,TwistedFate,Xerath,Pantheon,True
0,Tryndamere,Poppy,Azir,Aphelios,Braum,Ornn,LeeSin,Akali,MissFortune,Yuumi,True
0,Jayce,Graves,Akali,Tristana,Rell,Camille,LeeSin,Sylas,MissFortune,Lulu,True
0,Sett,Diana,Tryndamere,Lucian,Nami,Aatrox,LeeSin,Lissandra,Draven,Pyke,False
0,Kennen,XinZhao,Sylas,MissFortune,Gragas,Gnar,LeeSin,Akali,Aphelios,Thresh,True
0,Riven,LeeSin,Akali,MissFortune,Rakan,Fiora,Elise,Talon,Kaisa,Sett,False
0,Irelia,Nidalee,Yone,Draven,Lulu,Fiora,LeeSin,Akali,Aphelios,Thresh,False
0,Jax,Graves,Orianna,Lucian,Nami,Sylas,LeeSin,Akshan,MissFortune,Galio,True
0,Lucian,Graves,Zoe,Aphelios,Thresh,Akshan,Diana,Talon,MissFortune,Nautilus,False
0,Fiora,LeeSin,Zoe,Draven,Rakan,Sylas,Diana,Irelia,Lucian,Nami,True
0,Irelia,LeeSin,Zoe,MissFortune,Lulu,Riven,Nidalee,Azir,Draven,Leona,False
0,Gangplank,Graves,Zoe,Kaisa,Thresh,Jayce,Talon,TwistedFate,Kalista,Pyke,True
0,Kennen,Sejuani,Yasuo,Caitlyn,Lux,Gragas,Kayn,Renekton,Jinx,Lulu,False
0,Yone,LeeSin,Syndra,Jinx,Thresh,Kennen,Kindred,Ekko,Aphelios,Lulu,True
0,Renekton,JarvanIV,Galio,Ziggs,Blitzcrank,Gragas,Poppy,Zoe,Caitlyn,Lux,True
0,Viktor,JarvanIV,Vex,Jhin,Leona,Kennen,Graves,Malzahar,Caitlyn,Galio,True
0,Jayce,XinZhao,Leblanc,Ezreal,Karma,Viktor,LeeSin,Viego,Jhin,Yuumi,True
0,Jayce,Viego,Syndra,Aphelios,Lulu,MonkeyKing,LeeSin,Galio,Kindred,Karma,False
0,Jax,Nidalee,Sett,MissFortune,Rakan,Gwen,Warwick,TwistedFate,Jhin,Maokai,True
0,Graves,JarvanIV,Zilean,Twitch,Lulu,Yone,XinZhao,Ryze,Aphelios,Lux,True
0,Graves,XinZhao,Ryze,Caitlyn,Lux,Akali,LeeSin,Syndra,Jinx,Lulu,False
0,Jax,LeeSin,Zoe,Jinx,Lulu,Kennen,Poppy,Akshan,Jhin,Lux,True
0,Qiyana,Talon,Malzahar,Ziggs,Pyke,Kennen,LeeSin,Lissandra,Aphelios,Rakan,False
0,Irelia,RekSai,Malzahar,Caitlyn,Lux,Akshan,Trundle,Viktor,Jinx,Karma,False
0,Irelia,Elise,Akshan,Caitlyn,Lux,Tryndamere,Talon,Malzahar,Jinx,Lulu,False
0,Sylas,Zed,Leblanc,Jinx,Lulu,Camille,Hecarim,Galio,Caitlyn,Karma,False
0,Renekton,XinZhao,Zoe,Caitlyn,Lux,Akshan,LeeSin,Malzahar,Ziggs,Rakan,False
0,Jayce,Olaf,Ryze,Jhin,Gragas,Ekko,XinZhao,Yone,Kaisa,Nautilus,True
0,Poppy,Talon,Galio,Jhin,Yuumi,Gragas,Kindred,Graves,Kalista,Sett,True
0,Jayce,Nidalee,Qiyana,Jinx,Leona,Poppy,Karthus,Vex,Caitlyn,Thresh,False
0,Sett,LeeSin,Syndra,Varus,Sejuani,Gragas,Poppy,Ryze,Jinx,Blitzcrank,True
0,Renekton,Nocturne,Vex,Aphelios,Thresh,Sett,XinZhao,Azir,Vayne,Blitzcrank,True
0,LeeSin,Viego,Karthus,Vayne,Lulu,Gwen,Zed,Sylas,Jhin,Rakan,False
0,Rumble,LeeSin,Viktor,Aphelios,Rakan,Kennen,Karthus,Akshan,Jhin,Bard,True
0,Renekton,Qiyana,Sylas,Samira,Pyke,Tryndamere,Talon,MissFortune,Syndra,Leona,False
0,Sylas,Zed,Galio,Draven,Pyke,Akali,Viego,Leblanc,Lucian,Nami,True
0,Camille,Taliyah,Galio,Aphelios,Taric,Graves,Nidalee,MissFortune,Vayne,Leona,False
0,MonkeyKing,Viego,Katarina,Kaisa,Leona,Jayce,JarvanIV,Kassadin,Jhin,Rakan,False
0,Gragas,Graves,Katarina,Aphelios,Lulu,Ryze,Ekko,Renekton,Lucian,Yuumi,True
0,Jayce,XinZhao,Zoe,Jhin,Syndra,Cassiopeia,LeeSin,Vi,Jinx,Rakan,True
0,Cassiopeia,Ekko,Yone,Caitlyn,Karma,Jayce,LeeSin,MissFortune,Jhin,Syndra,False
0,Gangplank,Graves,Orianna,Caitlyn,Lux,Renekton,XinZhao,Zoe,Samira,Rell,True
0,Gragas,XinZhao,Ryze,Syndra,Pyke,Jayce,LeeSin,Riven,Ziggs,Vi,True
0,Graves,XinZhao,Rumble,Xayah,Rakan,Jayce,Kindred,TwistedFate,Caitlyn,Lux,False
0,Kennen,Talon,TwistedFate,Jhin,Lux,Gangplank,Udyr,Leblanc,Jinx,Rakan,True
0,Kennen,Udyr,Akshan,Jinx,Lulu,Sion,Graves,Teemo,Jhin,Rakan,True
0,Kindred,Graves,Ryze,Caitlyn,Bard,Shen,Nidalee,Talon,Aphelios,Lux,True
0,Akali,Vi,Talon,Jinx,Bard,Gangplank,RekSai,MissFortune,Cassiopeia,Thresh,False
0,Teemo,Viego,Leblanc,Caitlyn,Lux,Kindred,Volibear,Vex,Jinx,Morgana,False
0,Gragas,Graves,Sylas,Jhin,Nautilus,Renekton,Sejuani,Vex,Jinx,Lulu,False
0,Rumble,XinZhao,Zoe,Aphelios,Lulu,Irelia,Kindred,Orianna,Ashe,Thresh,True
0,Gragas,Poppy,Viktor,Lucian,Nami,Kennen,LeeSin,Ryze,Draven,Rakan,False
0,Tryndamere,Lillia,Sett,Samira,Rell,Jax,Graves,Galio,Vayne,Rakan,True
0,Irelia,LeeSin,Lissandra,Seraphine,Gragas,Kindred,XinZhao,Leblanc,Aphelios,Rakan,True
0,Kindred,LeeSin,Ryze,Jhin,Rakan,Kennen,XinZhao,Akshan,Kalista,Zilean,False
0,Renekton,Taliyah,TwistedFate,Kalista,Thresh,Gangplank,Vi,Leblanc,Jinx,Lulu,False
0,Akshan,Ekko,Yone,Aphelios,Rakan,Tryndamere,LeeSin,Malphite,Jhin,Xerath,False
